Mês / Ano de Referência;Entidade;UC/CNPJ;Total Repassado
out/24;SESI;33.641.358/0001-52;284.982.352,52
out/24;SENAC;33.469.172/0001-68;378.014.136,55
out/24;SESC;33.469.164/0001-11;650.848.305,49
out/24;SEBRAE;00.330.854/0001-45;415.459.027,77
out/24;EMBRATUR;35.842.428/0001-66;0
out/24;DPC;852001 / 00001;19.957.647,53
out/24;ANAC;122002 / 00001;22.611.648,23
out/24;SENAR;37.138.245/0001-90;220.185.612,38
out/24;SEST;73.471.989/0001-95;77.851.415,45
out/24;SENAT;73.471.963/0001-47;51.000.376,40
out/24;SESCOOP;03.087.543/0001-86;53.949.430,47
out/24;SDR;420013 / 00001;133.450,73
out/24;APEX-BR;05.507.500/0001-38;62.067.772,05
out/24;ABDI;07.200.966/0001-11;9.939.801,49
nov/24;FNDE;153173 / 15253;2.616.873.153,29
nov/24;INCRA;373001 / 37201;229.549.502,08
nov/24;SENAI;33.564.543/0001-90;207.245.862,07
nov/24;SESI;33.641.358/0001-52;303.425.845,89
nov/24;SENAC;33.469.172/0001-68;393.929.765,45
nov/24;SESC;33.469.164/0001-11;680.566.924,85
nov/24;SEBRAE;00.330.854/0001-45;440.685.047,19
nov/24;EMBRATUR;35.842.428/0001-66;0
nov/24;DPC;852001 / 00001;20.368.284,64
nov/24;ANAC;122002 / 00001;18.501.620,88
nov/24;SENAR;37.138.245/0001-90;207.167.737,18
nov/24;SEST;73.471.989/0001-95;80.729.821,88
nov/24;SENAT;73.471.963/0001-47;54.117.304,54
nov/24;SESCOOP;03.087.543/0001-86;67.073.521,82
nov/24;SDR;420013 / 00001;403.395,63
nov/24;APEX-BR;05.507.500/0001-38;64.166.957,08
nov/24;ABDI;07.200.966/0001-11;10.426.683,47
dez/24;FNDE;153173 / 15253;2.715.514.738,32
dez/24;INCRA;373001 / 37201;232.398.534,26
dez/24;SENAI;33.564.543/0001-90;206.510.840,27
dez/24;SESI;33.641.358/0001-52;303.820.701,15
dez/24;SENAC;33.469.172/0001-68;396.867.865,90
dez/24;SESC;33.469.164/0001-11;684.112.960,21
dez/24;SEBRAE;00.330.854/0001-45;462.129.738,75
dez/24;EMBRATUR;35.842.428/0001-66;0
dez/24;DPC;852001 / 00001;21.469.614,70
dez/24;ANAC;122002 / 00001;22.501.059,66
dez/24;SENAR;37.138.245/0001-90;212.092.755,28
dez/24;SEST;73.471.989/0001-95;78.153.400,67
dez/24;SENAT;73.471.963/0001-47;52.034.533,17
dez/24;SESCOOP;03.087.543/0001-86;66.418.803,26
dez/24;SDR;420013 / 00001;235.236,11
dez/24;APEX-BR;05.507.500/0001-38;67.204.344,05
dez/24;ABDI;07.200.966/0001-11;10.863.073,63
jan/25;FNDE;153173 / 15253;4.785.575.662,21
jan/25;INCRA;373001 / 37201;415.046.863,18
jan/25;SENAI;33.564.543/0001-90;360.381.998,45
jan/25;SESI;33.641.358/0001-52;528.631.181,21
jan/25;SENAC;33.469.172/0001-68;705.641.786,36
jan/25;SESC;33.469.164/0001-11;1.222.040.575,77
jan/25;SEBRAE;00.330.854/0001-45;798.270.386,80
jan/25;EMBRATUR;35.842.428/0001-66;0
jan/25;DPC;852001 / 00001;35.309.085,06
jan/25;ANAC;122002 / 00001;-318.467.181,81
jan/25;SENAR;37.138.245/0001-90;189.863.252,91
jan/25;SEST;73.471.989/0001-95;127.614.775,10
jan/25;SENAT;73.471.963/0001-47;84.969.703,59
jan/25;SESCOOP;03.087.543/0001-86;118.526.328,88
jan/25;SDR;420013 / 00001;323.667,63
jan/25;APEX-BR;05.507.500/0001-38;116.297.769,92
jan/25;ABDI;07.200.966/0001-11;18.927.533,60
fev/25;FNDE;153173 / 15253;2.798.790.443,04
fev/25;INCRA;373001 / 37201;248.982.971,86
fev/25;SENAI;33.564.543/0001-90;216.487.133,40
fev/25;SESI;33.641.358/0001-52;318.298.763,96
fev/25;SENAC;33.469.172/0001-68;413.438.652,02
fev/25;SESC;33.469.164/0001-11;713.461.032,59
fev/25;SEBRAE;00.330.854/0001-45;465.424.569,16
fev/25;EMBRATUR;35.842.428/0001-66;0
fev/25;DPC;852001 / 00001;20.643.955,55
fev/25;ANAC;122002 / 00001;14.565.849,20
fev/25;SENAR;37.138.245/0001-90;191.968.872,68
fev/25;SEST;73.471.989/0001-95;78.703.616,32
fev/25;SENAT;73.471.963/0001-47;52.540.931,06
fev/25;SESCOOP;03.087.543/0001-86;68.106.765,13
fev/25;SDR;420013 / 00001;200.576,99
fev/25;APEX-BR;05.507.500/0001-38;67.780.069,94
fev/25;ABDI;07.200.966/0001-11;11.016.774,31
mar/25;FNDE;153173 / 15253;2.796.068.733,67
mar/25;INCRA;373001 / 37201;240.727.274,37
mar/25;SENAI;33.564.543/0001-90;209.909.846,01
mar/25;SESI;33.641.358/0001-52;307.653.364,02
mar/25;SENAC;33.469.172/0001-68;410.662.795,98
mar/25;SESC;33.469.164/0001-11;714.045.933,71
mar/25;SEBRAE;00.330.854/0001-45;463.230.726,42
mar/25;EMBRATUR;35.842.428/0001-66;0
mar/25;DPC;852001 / 00001;21.524.264,99
mar/25;ANAC;122002 / 00001;24.240.049,32
mar/25;SENAR;37.138.245/0001-90;269.250.342,25
mar/25;SEST;73.471.989/0001-95;72.434.050,66
mar/25;SENAT;73.471.963/0001-47;48.414.953,47
mar/25;SESCOOP;03.087.543/0001-86;70.418.387,95
mar/25;SDR;420013 / 00001;140.617,38
mar/25;APEX-BR;05.507.500/0001-38;68.522.386,70
mar/25;ABDI;07.200.966/0001-11;11.142.029,08
abr/25;FNDE;153173 / 15253;2.780.266.735,43
abr/25;INCRA;373001 / 37201;243.335.840,85
abr/25;SENAI;33.564.543/0001-90;209.130.021,93
abr/25;SESI;33.641.358/0001-52;307.742.245,36
abr/25;SENAC;33.469.172/0001-68;418.769.581,38
abr/25;SESC;33.469.164/0001-11;718.807.425,24
abr/25;SEBRAE;00.330.854/0001-45;473.193.955,48
abr/25;EMBRATUR;35.842.428/0001-66;0
abr/25;DPC;852001 / 00001;21.664.461,68
abr/25;ANAC;122002 / 00001;18.549.919,41
abr/25;SENAR;37.138.245/0001-90;225.558.433,36
abr/25;SEST;73.471.989/0001-95;78.652.356,22
abr/25;SENAT;73.471.963/0001-47;52.489.152,30
abr/25;SESCOOP;03.087.543/0001-86;67.658.118,06
abr/25;SDR;420013 / 00001;242.152,76
abr/25;APEX-BR;05.507.500/0001-38;67.915.573,89
abr/25;ABDI;07.200.966/0001-11;11.052.854,68
mai/25;FNDE;153173 / 15253;2.766.031.476,73
mai/25;INCRA;373001 / 37201;245.162.262,29
mai/25;SENAI;33.564.543/0001-90;212.243.867,34
mai/25;SESI;33.641.358/0001-52;309.163.118,83
mai/25;SENAC;33.469.172/0001-68;415.629.387,08
mai/25;SESC;33.469.164/0001-11;714.642.102,75
mai/25;SEBRAE;00.330.854/0001-45;462.267.415,82
mai/25;EMBRATUR;35.842.428/0001-66;0
mai/25;DPC;852001 / 00001;19.673.524,58
mai/25;ANAC;122002 / 00001;26.658.008,73
mai/25;SENAR;37.138.245/0001-90;232.293.268,12
mai/25;SEST;73.471.989/0001-95;75.616.631,39
mai/25;SENAT;73.471.963/0001-47;50.735.605,52
mai/25;SESCOOP;03.087.543/0001-86;69.505.431,26
mai/25;SDR;420013 / 00001;223.954,64
mai/25;APEX-BR;05.507.500/0001-38;67.317.905,31
mai/25;ABDI;07.200.966/0001-11;10.938.174,77
jun/25;FNDE;153173 / 15253;2.852.481.692,20
jun/25;INCRA;373001 / 37201;245.567.635,67
jun/25;SENAI;33.564.543/0001-90;215.412.321,05
jun/25;SESI;33.641.358/0001-52;316.730.496,48
jun/25;SENAC;33.469.172/0001-68;422.367.048,83
jun/25;SESC;33.469.164/0001-11;726.394.668,37
jun/25;SEBRAE;00.330.854/0001-45;465.097.113,48
jun/25;EMBRATUR;35.842.428/0001-66;0
jun/25;DPC;852001 / 00001;21.391.373,83
jun/25;ANAC;122002 / 00001;26.353.003,54
jun/25;SENAR;37.138.245/0001-90;248.654.218,78
jun/25;SEST;73.471.989/0001-95;78.214.792,63
jun/25;SENAT;73.471.963/0001-47;52.298.929,92
jun/25;SESCOOP;03.087.543/0001-86;69.910.816,73
jun/25;SDR;420013 / 00001;233.729,89
jun/25;APEX-BR;05.507.500/0001-38;67.792.242,01
jun/25;ABDI;07.200.966/0001-11;11.054.637,78
jul/25;FNDE;153173 / 15253;2.947.987.742,82
jul/25;INCRA;373001 / 37201;262.332.325,71
jul/25;SENAI;33.564.543/0001-90;230.700.580,80
jul/25;SESI;33.641.358/0001-52;338.418.458,99
jul/25;SENAC;33.469.172/0001-68;432.377.554,21
jul/25;SESC;33.469.164/0001-11;745.461.147,70
jul/25;SEBRAE;00.330.854/0001-45;486.737.369,20
jul/25;EMBRATUR;35.842.428/0001-66;0,00
jul/25;DPC;852001 / 00001;23.635.872,32
jul/25;ANAC;122002 / 00001;22.470.024,77
jul/25;SENAR;37.138.245/0001-90;270.779.161,00
jul/25;SEST;73.471.989/0001-95;80.308.820,64
jul/25;SENAT;73.471.963/0001-47;52.952.578,91
jul/25;SESCOOP;03.087.543/0001-86;73.782.066,87
jul/25;SDR;420013 / 00001;236.464,13
jul/25;APEX-BR;05.507.500/0001-38;70.940.027,48
jul/25;ABDI;07.200.966/0001-11;11.564.141,34
